pair_id,group_index,left_mention_id,right_mention_id,dsh_relation,dsh_reason,judge_equivalence_decision,judge_reason,secondary_rationale_read,review_basis,formal_relation_applied
pair:18b003bd88d666f8f562,3,TG:P0005:n2,TG:P0104:n2,broader_than,"left 为无限定的 Seebeck coefficient，right 为带 ""apparent"" 限定、随温差变化的特定变体，故 left 比 right 更宽泛。",reject,左：电化学Seebeck系数；右：化学平衡导致温差依赖的表观电化学Seebeck系数。普通电化学系数、混合Soret/红氧系数、腐蚀复合响应、有限温差表观响应、初始条件和非对称电极响应分别保留。P0104的化学平衡温差依赖与P0119的腐蚀贡献不同；不能合并两个apparent节点。P0215保留initial限定，但摘要不支持进一步断言瞬态。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:7935d091c569bdbd9d0d,3,TG:P0005:n2,TG:P0119:n3,related_to,右侧为 apparent Seebeck coefficient，原文表明其由 redox couple 与 corrosion 共同贡献，是复合/有效系数，与左侧普通 Seebeck coefficient 不等价，仅为相关。,reject,左：电化学Seebeck系数；右：碘氧化还原与不锈钢腐蚀共同贡献的表观Seebeck系数。普通电化学系数、混合Soret/红氧系数、腐蚀复合响应、有限温差表观响应、初始条件和非对称电极响应分别保留。P0104的化学平衡温差依赖与P0119的腐蚀贡献不同；不能合并两个apparent节点。P0215保留initial限定，但摘要不支持进一步断言瞬态。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:5e2cf8878d504912c5d9,3,TG:P0005:n2,TG:P0215:n2,broader_than,left 为一般 Seebeck 系数，right 是带 initial 限定的具体 Seebeck 系数，故 left 比 right 宽泛。,reject,左：电化学Seebeck系数；右：磁性纳米流体初始Seebeck系数（初始的时间定义待核）。普通电化学系数、混合Soret/红氧系数、腐蚀复合响应、有限温差表观响应、初始条件和非对称电极响应分别保留。P0104的化学平衡温差依赖与P0119的腐蚀贡献不同；不能合并两个apparent节点。P0215保留initial限定，但摘要不支持进一步断言瞬态。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:01efaa9b69cec289f765,45,TG:P0009:n2,TG:P0283:n2,related_to,两侧都涉及氧化还原物种的浓度梯度，但左侧为连续的 redox ions 梯度，右侧为两电极间 redox ion pairs 的梯度，限定不同，不足以判等价。,reject,左：持续红氧离子浓度梯度；右：红氧离子浓度梯度。0/1原文都是持续红氧离子梯度；2未限定持续；3/4均FeCN红氧离子跨膜两区浓度差。差与梯度、持续与未限定不能闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:7768fc0513d6685238c0,14,TG:P0009:n3,TG:P0192:n4,broader_than,左侧原文只称 thermopower，右侧限定为 electrochemical thermopower，右侧是左侧的电化学子类。,accept,共同定义：热电化学热电势系数。0/1/2/3/4/5/6/10/11/12/13/14/15均热电化学电池热电势系数；7完整摘要及8/9明确叠加Soret和热电化学效应，总热响应不等同单独电化学系数。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:47141e99ed5e47e94f82,96,TG:P0010:n1,TG:P0058:n3,narrower_than,自发水蒸发是水由液态变为气态的一种具体相变形式，属于 water-to-vapor phase transition 的下位过程。,reject,左：环境自发水蒸发；右：水到蒸气相变。0特指向环境空气自发蒸发；1/2仅为水汽化过程，保留自发及环境条件，不通过2把0与1传递合并。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:cd58d97cfec5826da7f9,9,TG:P0011:n4,TG:P0055:n3,related_to,左侧是功率密度输出，右侧是功率输出，量纲与范围不同，属相关性能指标而非同义。,reject,左：输出功率密度待定归一化；右：总输出功率。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:a6c5800475e502458d7a,9,TG:P0011:n4,TG:P0128:n3,related_to,左侧为归一化的功率密度，右侧为未归一化的功率输出，属同一物理量族但量纲与限定条件不同。,reject,左：输出功率密度待定归一化；右：总输出功率。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:4c8f5600e5ff2e930c7d,9,TG:P0011:n4,TG:P0155:n3,related_to,左侧为按面积归一化的功率密度，右侧为绝对功率输出（相对提升倍数），量纲不同，不构成等价或上下位。,reject,左：输出功率密度待定归一化；右：总输出功率。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:681d563901a5cec7268c,9,TG:P0011:n4,TG:P0208:n2,related_to,左侧为面积归一化的功率密度输出，右侧为总功率输出；二者是相关性能指标但量纲/归一化不同，非同一量。,reject,左：输出功率密度待定归一化；右：总输出功率。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:a66edeb2546f3c62dc87,9,TG:P0011:n4,TG:P0218:n3,related_to,“power density output”是面积归一化性能，右侧“overall power output”未限定为密度，属相关而非同一量。,reject,左：输出功率密度待定归一化；右：总输出功率。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:1cb414884025d2c328d1,16,TG:P0014:n3,TG:P0210:n1,broader_than,左侧只是热扩散的泛称，右侧特指电解液体系中的热扩散效应，后者是前者的具体受限形式。,accept,共同定义：电解质离子Soret热扩散。0至11均电解质离子热扩散/Soret效应，2泛称由本组电解质上下文约束；12特指质子热扩散，保留物种限定。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:e8c191c579023c6f6dd0,14,TG:P0015:n4,TG:P0192:n4,broader_than,thermopower 是更宽泛的术语，electrochemical thermopower 是其在电化学体系中的具体类型。,accept,共同定义：热电化学热电势系数。0/1/2/3/4/5/6/10/11/12/13/14/15均热电化学电池热电势系数；7完整摘要及8/9明确叠加Soret和热电化学效应，总热响应不等同单独电化学系数。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:a91b1ab264c066194a73,14,TG:P0016:n3,TG:P0192:n4,broader_than,thermopower 是更宽泛的术语，electrochemical thermopower 是其在电化学体系中的具体类型。,accept,共同定义：热电化学热电势系数。0/1/2/3/4/5/6/10/11/12/13/14/15均热电化学电池热电势系数；7完整摘要及8/9明确叠加Soret和热电化学效应，总热响应不等同单独电化学系数。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:a6bf596cd4b2dabfb574,14,TG:P0026:n4,TG:P0143:n2,related_to,左侧是温度/pH 调控 Fe3+ 体系中被提升的热电势，右侧是明胶受压下的热电势，测量对象与调控条件不同，只共享 thermopower 这一物理量类型。,reject,左：热电化学热电势系数；右：热扩散与热电化学混合热电势。0/1/2/3/4/5/6/10/11/12/13/14/15均热电化学电池热电势系数；7完整摘要及8/9明确叠加Soret和热电化学效应，总热响应不等同单独电化学系数。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:eff173cef8c8bcf5ea64,14,TG:P0026:n4,TG:P0145:n3,related_to,两侧都是 thermopower 这一物理量，但左侧未给出符号与数值、体系为温/pH 调控的 Fe3+ 体系，右侧明确为 +17.0 mV/K 的准固态离子热电材料，属不同体系实例。,reject,左：热电化学热电势系数；右：热扩散与热电化学混合热电势。0/1/2/3/4/5/6/10/11/12/13/14/15均热电化学电池热电势系数；7完整摘要及8/9明确叠加Soret和热电化学效应，总热响应不等同单独电化学系数。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:16afc821bf0c3bad0d69,14,TG:P0026:n4,TG:P0192:n4,broader_than,左侧为未加限定的 thermopower（泛指），右侧带 electrochemical 限定，指电化学体系中的 thermopower，是前者的更具体种类。,accept,共同定义：热电化学热电势系数。0/1/2/3/4/5/6/10/11/12/13/14/15均热电化学电池热电势系数；7完整摘要及8/9明确叠加Soret和热电化学效应，总热响应不等同单独电化学系数。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:8fd4f9c3d0bb4cfb6a63,3,TG:P0027:n3,TG:P0080:n3,distinct_from,左侧处于 p-type FeCN6 3-/FeCN6 4- 体系（正极性），右侧明确为 n-type 且数值为 -6.50 mV K-1（负号），两者符号相反，属相反极性的量，非同一概念。,reject,左：电化学Seebeck系数；右：热扩散及红氧混合Seebeck系数。普通电化学系数、混合Soret/红氧系数、腐蚀复合响应、有限温差表观响应、初始条件和非对称电极响应分别保留。P0104的化学平衡温差依赖与P0119的腐蚀贡献不同；不能合并两个apparent节点。P0215保留initial限定，但摘要不支持进一步断言瞬态。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:17a5db05f1853cfda3ba,3,TG:P0027:n3,TG:P0119:n3,broader_than,左侧为一般的热电（Seebeck）系数，右侧是被“apparent”限定的表观值（由碘化物/三碘化物氧化还原对与不锈钢热腐蚀共同贡献），范围更受限，故 left 更宽泛。,reject,左：电化学Seebeck系数；右：碘氧化还原与不锈钢腐蚀共同贡献的表观Seebeck系数。普通电化学系数、混合Soret/红氧系数、腐蚀复合响应、有限温差表观响应、初始条件和非对称电极响应分别保留。P0104的化学平衡温差依赖与P0119的腐蚀贡献不同；不能合并两个apparent节点。P0215保留initial限定，但摘要不支持进一步断言瞬态。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:57599a4001e99229e701,3,TG:P0027:n3,TG:P0215:n2,broader_than,右侧用 initial 限定了改性前的基线值，是 Seebeck coefficient 的一个带限定条件的下位概念，左侧为未限定的一般量。,reject,左：电化学Seebeck系数；右：磁性纳米流体初始Seebeck系数（初始的时间定义待核）。普通电化学系数、混合Soret/红氧系数、腐蚀复合响应、有限温差表观响应、初始条件和非对称电极响应分别保留。P0104的化学平衡温差依赖与P0119的腐蚀贡献不同；不能合并两个apparent节点。P0215保留initial限定，但摘要不支持进一步断言瞬态。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:4e759555d194250cd69a,3,TG:P0029:n3,TG:P0080:n3,broader_than,right 为 n 型 Seebeck 系数（-6.50 mV/K），是 left 通用 Seebeck 系数的特定类型，故 left 更宽。,reject,左：电化学Seebeck系数；右：热扩散及红氧混合Seebeck系数。普通电化学系数、混合Soret/红氧系数、腐蚀复合响应、有限温差表观响应、初始条件和非对称电极响应分别保留。P0104的化学平衡温差依赖与P0119的腐蚀贡献不同；不能合并两个apparent节点。P0215保留initial限定，但摘要不支持进一步断言瞬态。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:df5b99aa49385239198c,3,TG:P0029:n3,TG:P0119:n3,related_to,右侧为含腐蚀贡献的“apparent”有效值，左侧为可参数化的 Seebeck 系数本身，二者语义范围不同。,reject,左：电化学Seebeck系数；右：碘氧化还原与不锈钢腐蚀共同贡献的表观Seebeck系数。普通电化学系数、混合Soret/红氧系数、腐蚀复合响应、有限温差表观响应、初始条件和非对称电极响应分别保留。P0104的化学平衡温差依赖与P0119的腐蚀贡献不同；不能合并两个apparent节点。P0215保留initial限定，但摘要不支持进一步断言瞬态。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:9c5cfcbb925a076177db,3,TG:P0029:n3,TG:P0215:n2,broader_than,右侧特指 ferrofluid 的“initial Seebeck coefficient”（含纳米颗粒前的初值），是左侧通用 Seebeck 系数的限定子类。,reject,左：电化学Seebeck系数；右：磁性纳米流体初始Seebeck系数（初始的时间定义待核）。普通电化学系数、混合Soret/红氧系数、腐蚀复合响应、有限温差表观响应、初始条件和非对称电极响应分别保留。P0104的化学平衡温差依赖与P0119的腐蚀贡献不同；不能合并两个apparent节点。P0215保留initial限定，但摘要不支持进一步断言瞬态。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:3a6bcdfe219f292da76c,23,TG:P0030:n4,TG:P0156:n3,related_to,左侧特指温差驱动的热电池电压，右侧是光照（150 mW cm-2）下器件输出的 31.42 mV 电压，为更宽泛的电压输出量，条件与范围不同，属相关而非等价。,accept,共同定义：热驱动输出电压。0/1/2/3/4/6/8/9均由热刺激产生的热电压，9摘要排除交变压电信号；5的0.71V只有约33%热贡献，不能等同纯热电压；7为热充电赝电容和红氧复合单元输出，独立保留。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:219f3ae3994a9c356f0f,23,TG:P0030:n4,TG:P0173:n3,related_to,右侧输出电压由热电池效应与电化学电位共同贡献，左侧热电压只对应热致贡献部分，属整体与组成部分的相关关系，非 IS-A。,reject,左：热驱动输出电压；右：热与化学势复合总电压。0/1/2/3/4/6/8/9均由热刺激产生的热电压，9摘要排除交变压电信号；5的0.71V只有约33%热贡献，不能等同纯热电压；7为热充电赝电容和红氧复合单元输出，独立保留。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:4a747f383ff6f6ed119e,23,TG:P0030:n4,TG:P0204:n3,related_to,右侧电压由赝电容效应与热电池效应共同产生，左侧热电压仅为热电池效应贡献的电压，二者范围与来源不同，不能视为同义。,reject,左：热驱动输出电压；右：热充电电池复合电压。0/1/2/3/4/6/8/9均由热刺激产生的热电压，9摘要排除交变压电信号；5的0.71V只有约33%热贡献，不能等同纯热电压；7为热充电赝电容和红氧复合单元输出，独立保留。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:d42ee0fa686f3e6bc0a3,64,TG:P0032:n6,TG:P0155:n2,related_to,两侧都指热电池可有效工作的温度区间，但左侧为泛指的 operational temperature range，右侧特指 working ambient temperature range，原文无明确同义表述，故降级为相关。,reject,左：宽运行温区；右：有效环境工作温区。0/1明确宽运行温区；2为外部环境有效工作温区，3为一般装置温区，宽度条件与温度对象不可删。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:ea30fed636d99c28b775,64,TG:P0032:n6,TG:P0246:n3,narrower_than,左侧是加了“wide”限定并给出 >50 degrees C 的具体工作温区，属于右侧一般性“operation temperature range”的受限子类，是下位而非等价。,reject,左：宽运行温区；右：运行温区。0/1明确宽运行温区；2为外部环境有效工作温区，3为一般装置温区，宽度条件与温度对象不可删。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:b32ad5cb8cef70825951,23,TG:P0035:n4,TG:P0173:n3,related_to,右侧输出总电压由热生电效应与电化学电势共同放大，热生电压只是其中一部分贡献，属部分与整体关系而非同义。,reject,左：热驱动输出电压；右：热与化学势复合总电压。0/1/2/3/4/6/8/9均由热刺激产生的热电压，9摘要排除交变压电信号；5的0.71V只有约33%热贡献，不能等同纯热电压；7为热充电赝电容和红氧复合单元输出，独立保留。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
