candidate_id,path_scope,path_state,graph_eligible,scientific_claim_status,shared_global_concept_id,shared_label,shared_category,source_shared_label_matches_registry,source_shared_category_matches_registry,shared_layer_labels_match,shared_layer_categories_match,ite_shared_layer_node_id,tg_shared_layer_node_id,alignment_id,alignment_state,ite_pair_id,ite_pair_edge_status,ite_other_global_concept_id,ite_other_label,ite_other_category,source_ite_other_label_matches_registry,source_ite_other_category_matches_registry,ite_other_layer_node_id,ite_pair_paper_count,ite_pair_sentence_count,source_ite_pair_paper_count_matches_pair_bank,source_ite_pair_sentence_count_matches_pair_bank,ite_strict_relation_ids,source_ite_strict_relation_ids_match_pair_bank,ite_semantic_relation_review_status,source_ite_semantic_review_status_matches_recomputed,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_edge_status,tg_other_global_concept_id,tg_other_label,tg_other_category,source_tg_other_label_matches_registry,source_tg_other_category_matches_registry,tg_other_layer_node_id,tg_pair_paper_count,tg_pair_sentence_count,source_tg_pair_paper_count_matches_pair_bank,source_tg_pair_sentence_count_matches_pair_bank,tg_strict_relation_ids,source_tg_strict_relation_ids_match_pair_bank,tg_semantic_relation_review_status,source_tg_semantic_review_status_matches_recomputed,tg_authoritative_provenance_fk,evidence_tier,base_evidence_grade,base_evidence_grade_order,source_base_evidence_grade_matches_recomputed,source_base_evidence_grade_order_matches_recomputed,evidence_grade,evidence_grade_order,source_reviewed_evidence_grade_matches_recomputed,source_reviewed_evidence_grade_order_matches_recomputed,grade_namespace,grade_basis,minimum_pair_paper_count,minimum_pair_sentence_count,source_minimum_pair_paper_count_matches_recomputed,source_minimum_pair_sentence_count_matches_recomputed,source_closure_group_id,source_cross_endpoint_pair_key,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,source_cross_endpoint_status_in_iTE,source_cross_endpoint_status_in_TG,source_cross_endpoint_status_in_iTE_matches_recomputed,source_cross_endpoint_status_in_TG_matches_recomputed,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,candidate_interpretation,shared_node_release_status,cross_endpoint_edge_state,review_selected,review_queue_order,review_selection_reason,selection_policy_id
TC_00bf4bd1333f,focus_endpoint_quarantine,quarantined_not_deleted,False,retrieval_candidate_only,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,True,LN_6b8cc44fec86,LN_ce78e7c63303,AL_c9e8a8b9c210,exact_identity_not_scientific_relation,IP_c4feef01a10e,semantic_rejected_cooccurrence_retained,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,True,True,LN_bdb8566d0901,1,1,True,True,AR_cc07e8ae6672,True,not_applied_base_machine_grade,True,IP_c4feef01a10e,TP_d9048e5b9aeb,same_sentence_cooccurrence_only,GC_2e8e201aef30,liquid state,untyped_extractive_keyword,True,True,LN_0c2507f1c05b,1,1,True,True,,True,not_applied_base_machine_grade,True,TP_d9048e5b9aeb,B_single_strict_syntax_candidate,G1_single_strict_syntax_candidate,2,True,True,G1_single_strict_syntax_candidate,2,True,True,G_machine_syntax_candidate_grade,same_sentence_pair_plus_machine_strict_syntax_support,1,1,True,True,CL_c263b5d15528,GC_2e8e201aef30::GC_f2bba15c8a15,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,True,True,pending,untested,not_tested,not_assessed,False,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,eligible,not_created,False,0,,
TC_04c7b5f22eed,focus_endpoint_quarantine,quarantined_not_deleted,False,retrieval_candidate_only,GC_99697930f29b,selective transport,mechanism_or_process,True,True,True,True,LN_2fc4b15934c6,LN_102e9b613903,AL_be1d25ff5de7,exact_identity_not_scientific_relation,IP_4d743141ccfc,machine_strict_pending_semantic_review,GC_fd60a1db5fcf,interaction,mechanism_or_process,True,True,LN_cff5ca285d41,1,1,True,True,AR_1bfc04b89b34,True,not_applied_base_machine_grade,True,IP_4d743141ccfc,TP_5c50ec0246b9,same_sentence_cooccurrence_only,GC_62155c96f2d6,judiciously designed anionic polymer,material_or_structure,True,True,LN_5d8c8cc47503,1,1,True,True,,True,not_applied_base_machine_grade,True,TP_5c50ec0246b9,B_single_strict_syntax_candidate,G1_single_strict_syntax_candidate,2,True,True,G1_single_strict_syntax_candidate,2,True,True,G_machine_syntax_candidate_grade,same_sentence_pair_plus_machine_strict_syntax_support,1,1,True,True,CL_ac710a7e4fca,GC_62155c96f2d6::GC_fd60a1db5fcf,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,True,True,pending,untested,not_tested,not_assessed,False,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,eligible,not_created,False,0,,
TC_07586ec1982a,focus_endpoint_quarantine,quarantined_not_deleted,False,retrieval_candidate_only,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,True,LN_8529233df78b,LN_4e04cb640a89,AL_f3efdce945b0,exact_identity_not_scientific_relation,IP_f9667219d851,same_sentence_cooccurrence_only,GC_d44b5d87a320,inorganic ionic,untyped_extractive_keyword,True,True,LN_f82da4e4a00e,1,1,True,True,,True,not_applied_base_machine_grade,True,IP_f9667219d851,TP_3d10de20fa31,semantic_accepted_human_pending,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,True,True,LN_8eadb5699f95,1,1,True,True,AR_10561c52c88a,True,not_applied_base_machine_grade,True,TP_3d10de20fa31,B_single_strict_syntax_candidate,G1_single_strict_syntax_candidate,2,True,True,G1_single_strict_syntax_candidate,2,True,True,G_machine_syntax_candidate_grade,same_sentence_pair_plus_machine_strict_syntax_support,1,1,True,True,CL_52e949c5e6b2,GC_71c1faf6fa71::GC_d44b5d87a320,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,True,True,pending,untested,not_tested,not_assessed,False,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,eligible,not_created,False,0,,
TC_0a5d650cfad6,focus_endpoint_quarantine,quarantined_not_deleted,False,retrieval_candidate_only,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,True,LN_942c8fffcbe6,LN_0f6d9cc28a72,AL_224ce7bcbf3c,exact_identity_not_scientific_relation,IP_a2e9f5ca343f,same_sentence_cooccurrence_only,GC_26b93ba98a31,hydrovoltaic generator,device_or_context,True,True,LN_4a1a84f6321d,1,1,True,True,,True,not_applied_base_machine_grade,True,IP_a2e9f5ca343f,TP_7512f79881c6,semantic_rejected_cooccurrence_retained,GC_a51be089433c,maxsorb electrode,material_or_structure,True,True,LN_4cf61ff0abe3,1,1,True,True,AR_72c9bb1fbf6d,True,not_applied_base_machine_grade,True,TP_7512f79881c6,B_single_strict_syntax_candidate,G1_single_strict_syntax_candidate,2,True,True,G1_single_strict_syntax_candidate,2,True,True,G_machine_syntax_candidate_grade,same_sentence_pair_plus_machine_strict_syntax_support,1,1,True,True,CL_8cebe0614bb7,GC_26b93ba98a31::GC_a51be089433c,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,True,True,pending,untested,not_tested,not_assessed,False,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,eligible,not_created,False,0,,
TC_0f88d51fb939,focus_endpoint_quarantine,quarantined_not_deleted,False,retrieval_candidate_only,GC_99697930f29b,selective transport,mechanism_or_process,True,True,True,True,LN_2fc4b15934c6,LN_102e9b613903,AL_be1d25ff5de7,exact_identity_not_scientific_relation,IP_4d743141ccfc,machine_strict_pending_semantic_review,GC_fd60a1db5fcf,interaction,mechanism_or_process,True,True,LN_cff5ca285d41,1,1,True,True,AR_1bfc04b89b34,True,not_applied_base_machine_grade,True,IP_4d743141ccfc,TP_e35484380155,same_sentence_cooccurrence_only,GC_510d3cc7faaa,n type thermogalvanic cell,device_or_context,True,True,LN_8643da3a79c7,1,1,True,True,,True,not_applied_base_machine_grade,True,TP_e35484380155,B_single_strict_syntax_candidate,G1_single_strict_syntax_candidate,2,True,True,G1_single_strict_syntax_candidate,2,True,True,G_machine_syntax_candidate_grade,same_sentence_pair_plus_machine_strict_syntax_support,1,1,True,True,CL_c257b43bc18f,GC_510d3cc7faaa::GC_fd60a1db5fcf,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,True,True,pending,untested,not_tested,not_assessed,False,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,eligible,not_created,False,0,,
TC_1513441d0a0b,focus_endpoint_quarantine,quarantined_not_deleted,False,retrieval_candidate_only,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,True,LN_8529233df78b,LN_4e04cb640a89,AL_f3efdce945b0,exact_identity_not_scientific_relation,IP_81ca3b3a7087,same_sentence_cooccurrence_only,GC_f4d7f27bbdc8,ionic thermoelectric generator,device_or_context,True,True,LN_fd99c5404456,1,1,True,True,,True,not_applied_base_machine_grade,True,IP_81ca3b3a7087,TP_3d10de20fa31,semantic_accepted_human_pending,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,True,True,LN_8eadb5699f95,1,1,True,True,AR_10561c52c88a,True,not_applied_base_machine_grade,True,TP_3d10de20fa31,B_single_strict_syntax_candidate,G1_single_strict_syntax_candidate,2,True,True,G1_single_strict_syntax_candidate,2,True,True,G_machine_syntax_candidate_grade,same_sentence_pair_plus_machine_strict_syntax_support,1,1,True,True,CL_df71692e6234,GC_71c1faf6fa71::GC_f4d7f27bbdc8,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,True,True,pending,untested,not_tested,not_assessed,False,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,eligible,not_created,False,0,,
TC_1a0b9a20fa31,focus_endpoint_quarantine,quarantined_not_deleted,False,retrieval_candidate_only,GC_3c0cb933cdf7,ion pair,material_or_structure,True,True,True,True,LN_bf4e9da77575,LN_439da2bda163,AL_8c7553b41d6f,exact_identity_not_scientific_relation,IP_d8f2db3cbdbd,same_sentence_cooccurrence_only,GC_f2dc513be1e2,long range,untyped_extractive_keyword,True,True,LN_dfd57f9160db,1,1,True,True,,True,not_applied_base_machine_grade,True,IP_d8f2db3cbdbd,TP_46ec6d90fab8,semantic_accepted_human_pending,GC_bc536166f47d,ionic conductivity,outcome_or_property,True,True,LN_59643f29af8f,1,1,True,True,AR_e1bc1081eee2,True,not_applied_base_machine_grade,True,TP_46ec6d90fab8,B_single_strict_syntax_candidate,G1_single_strict_syntax_candidate,2,True,True,G1_single_strict_syntax_candidate,2,True,True,G_machine_syntax_candidate_grade,same_sentence_pair_plus_machine_strict_syntax_support,1,1,True,True,CL_5bec2e350e12,GC_bc536166f47d::GC_f2dc513be1e2,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,True,True,pending,untested,not_tested,not_assessed,False,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,eligible,not_created,False,0,,
TC_1f73f51de489,focus_endpoint_quarantine,quarantined_not_deleted,False,retrieval_candidate_only,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,True,LN_6b8cc44fec86,LN_ce78e7c63303,AL_c9e8a8b9c210,exact_identity_not_scientific_relation,IP_c4feef01a10e,semantic_rejected_cooccurrence_retained,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,True,True,LN_bdb8566d0901,1,1,True,True,AR_cc07e8ae6672,True,not_applied_base_machine_grade,True,IP_c4feef01a10e,TP_d553d9821747,same_sentence_cooccurrence_only,GC_9f7eee750593,millimeter level,untyped_extractive_keyword,True,True,LN_52ad01a070cf,1,1,True,True,,True,not_applied_base_machine_grade,True,TP_d553d9821747,B_single_strict_syntax_candidate,G1_single_strict_syntax_candidate,2,True,True,G1_single_strict_syntax_candidate,2,True,True,G_machine_syntax_candidate_grade,same_sentence_pair_plus_machine_strict_syntax_support,1,1,True,True,CL_f44dfff7e0e2,GC_9f7eee750593::GC_f2bba15c8a15,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,True,True,pending,untested,not_tested,not_assessed,False,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,eligible,not_created,False,0,,
TC_266c12b33768,focus_endpoint_quarantine,quarantined_not_deleted,False,retrieval_candidate_only,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,True,LN_6b8cc44fec86,LN_ce78e7c63303,AL_c9e8a8b9c210,exact_identity_not_scientific_relation,IP_c4feef01a10e,semantic_rejected_cooccurrence_retained,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,True,True,LN_bdb8566d0901,1,1,True,True,AR_cc07e8ae6672,True,not_applied_base_machine_grade,True,IP_c4feef01a10e,TP_7c34a0e76b70,same_sentence_cooccurrence_only,GC_add8780f20fe,molecular dynamics simulations,evidence_method,True,True,LN_3da6fd00609e,1,1,True,True,,True,not_applied_base_machine_grade,True,TP_7c34a0e76b70,B_single_strict_syntax_candidate,G1_single_strict_syntax_candidate,2,True,True,G1_single_strict_syntax_candidate,2,True,True,G_machine_syntax_candidate_grade,same_sentence_pair_plus_machine_strict_syntax_support,1,1,True,True,CL_b99994556a46,GC_add8780f20fe::GC_f2bba15c8a15,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,True,True,pending,untested,not_tested,not_assessed,False,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,eligible,not_created,False,0,,
TC_2792db13ac35,focus_endpoint_quarantine,quarantined_not_deleted,False,retrieval_candidate_only,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,True,LN_6b8cc44fec86,LN_ce78e7c63303,AL_c9e8a8b9c210,exact_identity_not_scientific_relation,IP_c4feef01a10e,semantic_rejected_cooccurrence_retained,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,True,True,LN_bdb8566d0901,1,1,True,True,AR_cc07e8ae6672,True,not_applied_base_machine_grade,True,IP_c4feef01a10e,TP_ef3f10b878d1,same_sentence_cooccurrence_only,GC_3286395881b3,long term,untyped_extractive_keyword,True,True,LN_31e981ec83b5,1,1,True,True,,True,not_applied_base_machine_grade,True,TP_ef3f10b878d1,B_single_strict_syntax_candidate,G1_single_strict_syntax_candidate,2,True,True,G1_single_strict_syntax_candidate,2,True,True,G_machine_syntax_candidate_grade,same_sentence_pair_plus_machine_strict_syntax_support,1,1,True,True,CL_0e4cd60929c5,GC_3286395881b3::GC_f2bba15c8a15,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,True,True,pending,untested,not_tested,not_assessed,False,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,eligible,not_created,False,0,,
